id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
15436769,Copacabana Apartment near by the beach,21153755,Layla,,Copacabana,-22.97844,-43.18988,Entire home/apt,230,3,55,2022-09-11,0.79,1,31,19,
15451907,Apartamento na Tijuca bem localizada prox metro,50438645,Caio,,Tijuca,-22.92207,-43.216,Entire home/apt,570,2,0,,,2,363,0,
15238919,Ipanema - Lindo e aconchegante apartamento,21461274,Jéssica,,Ipanema,-22.984804,-43.195518,Entire home/apt,220,4,34,2022-09-18,0.49,1,120,6,
15462290,Voluntários,99208260,Carmen Lucia,,Botafogo,-22.94958,-43.18267,Entire home/apt,1550,7,0,,,1,365,0,
15462480,Casa da Neusa,34609976,Neusa,,Vidigal,-22.99663,-43.2366,Entire home/apt,2000,1,7,2021-01-01,0.10,4,0,0,
15465749,3 quartos 3 banheiros no coração do Leblon,113997985,HomeRio,,Leblon,-22.98256,-43.2277,Entire home/apt,600,3,5,2019-11-30,0.07,19,170,0,
15868583,Cool walking distance to Copacabana beach Posto 4,102865857,Marilia,,Copacabana,-22.97413,-43.18763,Entire home/apt,752,5,7,2022-01-02,0.10,1,88,1,
15240123,Botafogo - aconchegante com varanda/self suite,12435554,Laura,,Botafogo,-22.9549,-43.18815,Private room,250,4,3,2019-01-04,0.05,2,362,0,
15873346,Rio Flamengo Rent Apartament,102909482,Regina,,Catete,-22.9267,-43.17936,Entire home/apt,380,5,1,2022-09-05,1,1,213,1,
15465917,Apartamento temporada em frente a praia da Barra,99241265,Lais,,Barra da Tijuca,-23.00813,-43.33353,Entire home/apt,300,3,7,2022-03-13,0.12,1,205,2,
15247615,Casa de Juan. There's a place... Suite 3,84909629,Juan,,Itanhangá,-22.99951,-43.30726,Private room,207,2,14,2022-09-11,0.22,6,89,7,
15249048,Copacabana beach on your doorstep...,4320532,Liv,,Copacabana,-22.9744,-43.18749,Entire home/apt,169,2,125,2020-03-22,1.75,1,0,0,
15476195,Aires Beach Pad - #309,224192,David,,Copacabana,-22.97837,-43.18979,Entire home/apt,490,3,1,2016-10-17,0.01,28,84,0,
15250626,Apartamento temporada Centro do Rio de janeiro,36289458,Maria,,Centro,-22.9104,-43.18044,Entire home/apt,114,4,0,,,10,106,0,
15479293,MODERN Flat in the HEART of Ipanema,6262579,Erica,,Ipanema,-22.98373,-43.20595,Entire home/apt,639,2,28,2020-02-10,0.42,1,190,0,
15873859,Cantinho Do Grajah !,1245779,Clara,,Grajaú,-22.91828,-43.26702,Private room,54,1,17,2022-09-12,0.47,2,359,7,
15250874,Cobertura Mediterrâneo Flat,9802173,Jorge Augusto,,Barra da Tijuca,-23.00534,-43.34197,Entire home/apt,250,1,12,2022-09-08,0.17,1,69,3,
15252637,Quarto coletivo misto 07,57652725,Fátima,,Flamengo,-22.93825,-43.17835,Shared room,200,3,3,2019-01-01,0.04,7,365,0,
16119071,Studio Charmoso na Urca,105113529,Ruslan,,Urca,-22.95249,-43.1676,Entire home/apt,260,90,111,2022-08-13,1.79,6,312,30,
15880976,Aconchegante 3 quartos no quarteirão da praia,102977630,Ana,,Copacabana,-22.96537,-43.17667,Entire home/apt,450,2,8,2019-02-10,0.12,1,52,0,
15480407,NEAR SUGAR LOAF,99380823,Lilian,,Urca,-22.94681,-43.1607,Entire home/apt,3300,2,1,2019-03-06,0.02,2,358,0,
16122432,Quarto amplo,84449371,Telma,,Joá,-23.01421,-43.28935,Private room,190,2,2,2019-01-01,0.03,3,164,0,
16123828,"QUARTO PARA 2 PESSOAS. Centro, RJ.",105146999,Denise,,Estácio,-22.91486,-43.20601,Private room,120,1,7,2022-09-10,0.10,1,365,2,
15483501,Penthouse Rio de Janeiro - Flamengo,99408870,Stephan,,Flamengo,-22.94005,-43.17567,Entire home/apt,919,4,89,2021-01-18,1.25,1,0,0,
15884199,Studio with Sugar Loaf view,94419931,Renata,,Botafogo,-22.94666,-43.18273,Entire home/apt,180,5,20,2022-09-05,0.28,2,82,5,
15886577,Lindo Apartamento Temporada Copacabana 3 quartos!!,101999193,Guilherme Leal,,Copacabana,-22.96297,-43.17972,Entire home/apt,1000,7,0,,,2,365,0,
16124348,LEBLON EXCELENTE 3 QUARTOS GARAGEM,532498,Luis,,Leblon,-22.97956,-43.22131,Entire home/apt,600,2,5,2022-01-03,0.07,43,174,1,
16128181,Casa Babilônia - Quarto Azul.   3 hóspedes.,6687502,Casa Babilônia,,Leme,-22.9605,-43.17047,Private room,260,2,2,2019-10-07,0.03,9,355,0,
15499176,"Quarto Leblon a 2 quadras da Praia, Shopping,Lazer",99549109,Mariza,,Leblon,-22.9859,-43.22294,Private room,180,2,6,2020-02-24,0.09,1,354,0,
16130825,No coração  de COPACABANA  só  seu.,100826864,Neide,,Copacabana,-22.96983,-43.18571,Entire home/apt,200,2,50,2022-09-20,1.10,1,294,25,
15518477,Condomínio com segurança 24 hs,12256818,Celia,,Taquara,-22.92775,-43.36519,Entire home/apt,600,7,0,,,1,364,0,
15888633,Praia de Copacabana. Preços imbatíveis...,101126265,Marzia,,Copacabana,-22.97559,-43.18734,Entire home/apt,203,5,46,2022-09-03,0.66,1,316,11,
16132269,LUXURY PENTHOUSE 2 BEDROOMS IPANEMA IDEAL LOCATION,105226518,Rio World Luxury,,Ipanema,-22.98416,-43.19669,Entire home/apt,927,3,74,2022-08-20,1.04,4,279,11,
15895759,APARTAMENTO CHARMOSO A DUAS QUADRAS DO POSTO 11,91583016,Marcos,,Leblon,-22.98517,-43.22304,Entire home/apt,900,2,8,2022-09-10,0.12,1,70,2,
15896637,Confortável e equipado no coração de Ipanema.,1561198,Eduardo,,Ipanema,-22.98168,-43.19866,Entire home/apt,250,1,2,2020-12-26,0.03,1,169,0,
15528923,Ótimo apto próximo ao Riocentro e Parque Olímpico.,68198521,Bianca,,Jacarepaguá,-22.96713,-43.39623,Entire home/apt,130,7,41,2020-12-01,0.57,1,0,0,
16132296,Flat Verano Stay - Barra da Tijuca RJ,58566777,Giselle,,Jacarepaguá,-22.96772815788973,-43.38764524875865,Entire home/apt,231,2,0,,,2,79,0,
15533639,Loft em Copacabana,73718934,Geane,,Copacabana,-22.98085,-43.19365,Entire home/apt,264,120,64,2021-01-04,0.89,1,358,0,
15896651,MEU CANTINHO INDIVIDUAL NA LAPA,3058044,Maria Jose,,Centro,-22.91288,-43.18517,Private room,110,3,0,,,1,365,0,
16132385,SUPERB STUDIO APT IPANEMA BEACH IDEAL LOCATION,105226518,Rio World Luxury,,Ipanema,-22.98416,-43.19669,Entire home/apt,477,4,16,2020-01-31,0.23,4,317,0,
16134339,Melhor ponto Leblon - 3 qtos perfeito para família,14417792,Ana,,Leblon,-22.98476,-43.22541,Entire home/apt,1100,2,1,2020-01-21,0.03,2,90,0,
16134573,Apartamento 3 quartos botafogo!!!,42410655,Ariella,,Botafogo,-22.95495,-43.17431,Entire home/apt,340,3,3,2021-11-15,0.04,3,74,1,
16154486,Studio near the beach - Copacabana,20603587,Cláudio,,Copacabana,-22.96731,-43.18262,Entire home/apt,190,2,84,2022-09-12,1.19,3,308,10,
15898735,"Alugo o apt todo, quarto e sala em Copacabana",90119434,Thiago,,Copacabana,-22.96617,-43.18108,Entire home/apt,350,2,1,2017-01-31,0.01,1,67,0,
15902341,Cool apartment in Rio de Janeiro,41544977,Barbara,,São Cristóvão,-22.89077,-43.21785,Entire home/apt,150,2,73,2022-08-26,1.06,1,143,11,
15534013,"Copacabana posto 4, compact space full.",99919379,Robson,,Copacabana,-22.9717,-43.19039,Entire home/apt,160,4,74,2022-09-15,1.07,3,212,15,
15534035,"Copa-posto 4, com garagem. Local tranquilo.",99919379,Robson,,Copacabana,-22.97077,-43.19038,Entire home/apt,300,3,47,2022-09-15,0.69,3,207,16,
16155982,Charming flat - Copacabana-Ipanema,105341097,Mariana,,Copacabana,-22.98342,-43.19224,Entire home/apt,310,3,11,2022-06-20,0.16,1,232,3,
15537171,Aconchego em Copacabana,62837152,Sue Meneses,,Copacabana,-22.97547,-43.19233,Entire home/apt,400,4,4,2020-01-01,0.06,1,0,0,
15902699,Chácara Explendor .ótimo Ambiente Familiar,67300900,Claudete,,Sepetiba,-22.98163,-43.69871,Private room,1292,1,0,,,1,363,0,
15907420,Apto Lapa espaçoso prx de tudo! $ p/ONG  educativa,10555251,Task Brasil,,Santa Teresa,-22.91455,-43.18326,Entire home/apt,300,3,19,2022-04-03,0.29,2,228,5,
16157800,Apartamento para temporada,105461347,Jussara,,Recreio dos Bandeirantes,-23.02072,-43.47567,Entire home/apt,1428,7,0,,,1,365,0,
15908500,Veleiro 46 pés na Marina da Glória,6367903,Daniel,,Glória,-22.92017,-43.17182,Entire home/apt,3000,1,0,,,2,365,0,
15913531,Mirante Santa Teresa,49825887,Ivone,,Santa Teresa,-22.91993,-43.19077,Private room,65,1,10,2022-09-13,0.18,1,365,3,
15537371,Jardim América House-1,99957274,Dira,,Itanhangá,-22.99452,-43.31081,Private room,1411,1,1,2019-09-30,0.03,1,365,0,
16160198,Excelente localização na Zonal Sul,105462058,Miriam,,Flamengo,-22.93654,-43.17912,Entire home/apt,600,3,12,2022-09-12,0.17,1,364,1,
15541026,Loft  Flamengo,99989971,Deborah,,Flamengo,-22.93353,-43.17856,Entire home/apt,150,3,26,2022-09-12,0.36,1,348,11,
15915360,Quarto na Praia 2,6154800,Pedro E Marisa,,Copacabana,-22.97129,-43.18445,Private room,250,2,30,2022-09-10,0.45,3,354,11,
16167715,"2BR perto praia, metrô e Baixo Copa",2537111,Barbara,,Copacabana,-22.97727,-43.18882,Entire home/apt,397,3,71,2022-01-06,1.07,9,14,4,
15915467,A magic place in the heart of Rio suíte family,103255619,Santo,,Santa Teresa,-22.91793,-43.18385,Private room,2000,1,0,,,1,364,0,
15916604,condo cani 701,4307081,Nereu A,,Ipanema,-22.98633,-43.19426,Entire home/apt,825,3,0,,,55,174,0,
16169862,Típico lar de família Carioca!,86605988,Daniel,,Riachuelo,-22.90424,-43.25448,Entire home/apt,3500,3,0,,,1,179,0,
15544233,Cozy Studio Between Ipanema  and Copacabana,100015892,Nádia,,Copacabana,-22.9842,-43.19346,Entire home/apt,200,4,186,2022-09-21,2.61,1,140,38,
16171708,Simples e Colorida,59200206,Lisana,,Maracanã,-22.9124,-43.23612,Entire home/apt,1363,4,0,,,1,90,0,
15917706,ROCK IN RIO -PARK OLÍMPICO- ARENA JEUNESSE  01,47584281,Renato,,Barra da Tijuca,-22.97316,-43.39344,Entire home/apt,430,2,4,2022-03-21,0.07,97,356,1,
16174374,Loft Da Farme de Amoedo,36744189,Monica,,Ipanema,-22.98313,-43.20548,Entire home/apt,200,3,282,2022-09-12,4.01,25,126,49,
15545659,Apartamento Copacabana / Quadra da praia,100032900,Solange,,Copacabana,-22.97494,-43.18845,Entire home/apt,196,3,58,2022-09-13,0.81,1,6,28,
16174386,Carnaval em Copacabana,8267301,Yasmin,,Copacabana,-22.97085,-43.18789,Entire home/apt,700,4,0,,,1,173,0,
15546883,"vila valqueire,  rua das tulipas,  area nobre",93888135,Flavio,,Vila Valqueire,-22.88517,-43.36512,Entire home/apt,100,2,10,2022-08-31,0.64,2,365,2,
15553816,"Ape Tropical Barra, Parque Olímpico,Jeunesse Arena",49736208,Renan,,Jacarepaguá,-22.971,-43.39297,Entire home/apt,250,2,44,2022-06-27,0.76,1,65,15,
15917747,Apartament with 27 m,103274569,Marcelo,,Ipanema,-22.98471,-43.19656,Entire home/apt,164,3,6,2022-01-19,0.13,1,42,2,
15917817,605 COPACABANA 2 QUARTOS - COM TERRAÇO PANORÂMICO PARA A PRAIA E CRISTO.,103275390,Anderson,,Copacabana,-22.97359,-43.18603,Entire home/apt,452,1,268,2022-09-19,3.79,4,138,62,
16175116,Próximo a Vila Militar e outros locais do Rio..,96786313,Jaqueline,,Jardim Sulacap,-22.89075,-43.39923,Entire home/apt,130,3,47,2022-08-23,0.77,1,338,5,
15920610,Apartamento de 2 quartos com varanda e vaga de garagem no Leme!,74463624,Mozart,,Copacabana,-22.96185,-43.1736,Entire home/apt,431,3,71,2022-07-31,1.10,72,93,26,
15922184,Copacabana / Posto 6-nearby Ipanema-Cozy,17223637,Fatima,,Copacabana,-22.98351,-43.19112,Entire home/apt,250,3,53,2022-09-12,0.87,1,160,11,
15560290,Luxury Suite  with unbelievable view  in  RIO !,50270482,Laurent,,Santa Teresa,-22.91701,-43.18306,Hotel room,9999,1,28,2020-09-20,0.41,10,0,0,
15574179,Big Suite (50m2) in Casa Amarelo Hotel,50270482,Laurent,,Santa Teresa,-22.91551,-43.18255,Hotel room,6988,3,27,2020-11-11,0.44,10,0,0,
15576607,Beautiful 1 bedroom flat with an amazing view,17010023,Leonardo,,Copacabana,-22.9799,-43.19131,Entire home/apt,380,1,2,2018-09-30,0.03,1,43,0,
16175556,Réveillon em Copacabana 2021/22,105603266,Claudius Vinicius,,Copacabana,-22.97237,-43.18629,Entire home/apt,1350,3,1,2019-01-03,0.02,1,361,0,
15577409,5 star Penthouse with 180° ocean view (Ipane. pt8),9835055,Olivier,,Ipanema,-22.98652,-43.19603,Entire home/apt,894,29,53,2022-08-27,0.74,1,272,4,
15925725,Clean and Modern 1Br Apartment,4803449,Marcia,,Botafogo,-22.95179,-43.18913,Entire home/apt,220,1,11,2022-09-12,0.15,1,128,2,
16176394,Apto frente Parque Olimpíco Barra,104830172,Lucas,,Jacarepaguá,-22.97112,-43.39233,Entire home/apt,1500,2,1,2017-09-24,0.02,1,325,0,
15926249,Great Copacabana 2 bedroom in Secure Building,106399891,Cp,,Copacabana,-22.97789,-43.19003,Entire home/apt,404,3,19,2019-10-06,0.27,2,319,0,
15926427,Réveillon 2016 - 2017,92638712,Mario,,Leme,-22.96236,-43.16759,Private room,450,2,0,,,1,365,0,
15579317,rio camp hotel-hostel,98429538,Diego,,Jardim Guanabara,-22.81396,-43.20854,Private room,480,4,6,2022-09-13,0.09,2,89,1,
15579764,Lapa comfortable,100372144,Rio,,Centro,-22.91163,-43.18449,Shared room,157,1,0,,,1,365,0,
16176435,Apartamento no aconchego de Laranjeiras,54192279,Aurea,,Laranjeiras,-22.93804,-43.19036,Entire home/apt,390,3,33,2022-09-12,0.47,1,335,9,
15602866,Lugar aconchegante e confortável,100563757,Leonardo,,Méier,-22.89925,-43.27638,Private room,90,1,0,,,1,362,0,
16177880,"Apartamento confortável no Posto 5, em Copacabana",105622482,Claudio,,Copacabana,-22.9772,-43.1938,Entire home/apt,700,7,0,,,1,365,0,
15617965,Quadra da praia no posto seis,26760604,Joao,,Copacabana,-22.98497,-43.1905,Entire home/apt,280,4,3,2022-09-11,0.04,2,362,1,
15929061,Ipanema R.Nascimento Silva 2 quartos perto R.Farme,49207110,Anfitriao Gente Boa,,Ipanema,-22.98306,-43.2009,Entire home/apt,280,3,67,2022-09-06,0.99,36,3,18,
15934647,Charming Ipanema Mini Penthouse 240M internetSPEED,1422607,Leo&Archanjo,,Ipanema,-22.98347,-43.20128,Entire home/apt,450,4,82,2022-05-13,1.17,38,135,13,
16178448,Large Deluxe +1BR Ipanema Beach:  120 Mb Internet!,19407874,Luisa,,Ipanema,-22.98413,-43.20961,Entire home/apt,294,5,93,2022-07-20,1.45,1,139,8,
15621889,AP c/WiFi e Silencioso em Copacabana,100074191,Haroldo,,Copacabana,-22.97537,-43.18933,Entire home/apt,108,1,73,2022-09-18,1.20,3,263,35,
16178461,"Apartamento em Copacabana, perto da praia.",66655195,Thatyana,,Copacabana,-22.97642,-43.18793,Entire home/apt,200,3,49,2022-07-01,1.35,1,148,18,
15630232,3 quartos com vista no Leblon,823800,Rafaella,,Leblon,-22.984392576717994,-43.23270171224004,Entire home/apt,1200,3,0,,,23,87,0,
15630685,Pequeno Loft super equipado. Praia do Flamengo.,100390876,Aguiar,,Flamengo,-22.93248,-43.17601,Entire home/apt,139,4,39,2022-09-11,0.58,1,74,10,
15935255,Aconchegante quarto em Copacabana,103216829,Vanessa,,Copacabana,-22.97482,-43.19074,Private room,300,4,6,2022-09-11,0.09,1,88,1,
15935986,Charmoso Estúdio na Praia de Botafogo,103425138,Thaís,,Botafogo,-22.94861,-43.18176,Entire home/apt,126,2,150,2022-09-17,2.12,1,48,38,
16183766,Apartamento de temporada Recreio (próximo a praia),105673102,Zeca,,Recreio dos Bandeirantes,-23.02123,-43.50234,Entire home/apt,109,2,157,2022-09-12,2.27,2,315,29,
15936416,Quarto luxo independente p 1 pessoa em Tijuca,98977499,Ibrahim,,Tijuca,-22.92114,-43.22837,Private room,426,1,14,2022-09-05,0.20,1,327,4,
15632944,Imperial NeoLIFE,9644101,Paulo,,São Cristóvão,-22.89249,-43.21795,Entire home/apt,120,5,25,2022-05-31,0.36,2,71,8,
15641498,Ocean View Amazing Apartment in Ipanema - 601,76092425,Renata,,Ipanema,-22.98618,-43.20974,Entire home/apt,900,4,1,2019-09-09,0.03,4,174,0,
15644967,Aconchegante perto do Parque Olímpico-Rock in Rio.,4851715,Roberto,,Jacarepaguá,-22.96678,-43.39697,Entire home/apt,400,1,0,,,1,358,0,
16185660,Cobertura na barra da Tijuca,104887141,Ana,,Barra da Tijuca,-23.00555,-43.35225,Entire home/apt,700,6,2,2020-01-02,0.04,1,143,0,
15654082,Copacabana lar a alguns passos da praia,101032323,Deborah,,Copacabana,-22.96528,-43.17533,Entire home/apt,145,1,218,2022-09-12,3.06,1,140,41,
15655479,Quarto confortável para 2 pessoas,87935886,Zuleica,,Botafogo,-22.94875,-43.18277,Shared room,773,2,0,,,1,365,0,
15936745,Sale/Promoção - Lindo Studio em Copacabana,99500285,Rodrigo,,Copacabana,-22.97259,-43.18866,Entire home/apt,140,3,177,2022-09-18,2.51,1,43,35,
16186029,Charming Apartment with a special view,8517032,Daniel,,Santa Teresa,-22.93616,-43.20191,Private room,120,3,0,,,2,81,0,
15940267,Apartamento no coração de Ipanema.,102082120,Renan,,Ipanema,-22.98347,-43.19885,Entire home/apt,1300,4,12,2022-03-02,0.20,1,357,2,
15661004,"Apartment -Arpoador, 3 bed/ 3 bath",100630662,Sharon,,Copacabana,-22.98609,-43.19217,Entire home/apt,1000,1,51,2021-12-24,0.74,1,0,1,
16186575,Cobertura em Ipanema vista mar,12538017,Miguel,,Ipanema,-22.98705,-43.1925,Entire home/apt,4243,5,0,,,1,90,0,
16187293,Apto para família no coração da Barra da Tijuca!,105484584,Chandra,,Barra da Tijuca,-23.00225,-43.35,Entire home/apt,550,10,0,,,1,362,0,
15665452,Piscina Churrasqueira,101150766,Marcos,,Guaratiba,-22.98147,-43.54893,Entire home/apt,1200,2,29,2022-09-04,0.62,1,135,11,
15941971,LUXUARY Penthouse 6 bedrooms Gávea / Leblon !,91654021,Daniel,,Gávea,-22.97615,-43.22798,Entire home/apt,1649,6,0,,,189,180,0,
16188316,No coração de Copacabana,45774477,Fabio,,Copacabana,-22.97759,-43.19087,Entire home/apt,140,6,6,2019-06-01,0.09,1,0,0,
16188481,Estúdio Vista Mar Copa - Cod 1022,55128713,Normando,,Copacabana,-22.97698,-43.19115,Entire home/apt,1000,7,1,2022-09-12,1,2,276,1,
15947667,Acomadações Corbetta,103526227,Raquel,,Leme,-22.96183,-43.16893,Private room,250,1,47,2022-09-12,0.67,1,347,11,
15665551,"Ipanema Style - Beach, Cozy, Exclusive and Comfort.",101152576,Alex,,Ipanema,-22.9841,-43.20018,Entire home/apt,321,3,121,2022-09-11,1.74,1,295,14,
16188619,Casa de Familia,105707128,Christiane,,Copacabana,-22.97462,-43.19162,Private room,200,3,5,2020-02-26,0.09,1,50,0,
15668815,Apartamento econômico e espaçoso para 6 pessoas!,74463624,Mozart,,Copacabana,-22.96606,-43.17786,Entire home/apt,489,3,63,2022-09-17,0.90,72,284,19,
16189137,Mansão Maravilhosa em Santa Teresa,8669485,Adriano,,Santa Teresa,-22.93482,-43.19789,Entire home/apt,4500,1,2,2018-05-10,0.03,12,365,0,
15950533,2 bedrooms apartment near Copacabana beach!!!!,103551400,Rosimery,,Copacabana,-22.9794,-43.19088,Entire home/apt,270,3,46,2022-05-08,0.66,2,84,4,
16191613,Apartamento em Copacabana,68058978,Luíza,,Copacabana,-22.96745,-43.18346,Entire home/apt,150,2,20,2022-09-19,0.29,1,274,16,
16191737,"❤ Grand studio, plage de Copacabana - WiFi",104146560,Gizele,,Copacabana,-22.98177,-43.19522,Entire home/apt,157,4,42,2022-09-18,0.60,1,353,12,
15954596,Conheça o Rio como um Carioca,86885475,Antonio Jose,,Barra da Tijuca,-23.00888,-43.4283,Entire home/apt,992,7,0,,,3,358,0,
15671660,3 quadras da Praia de Copacabana,80105143,Mario Honorio,,Copacabana,-22.96891,-43.18909,Entire home/apt,250,4,49,2022-09-05,0.69,1,281,6,
16193785,IPANEMA FLAT 2 SUITES QUADRA PRAIA C VAGA GARAGEM,532498,Luis,,Ipanema,-22.98533,-43.20678,Entire home/apt,750,2,11,2022-09-15,0.25,43,304,6,
16200321,Quarto Rosa Ipanema,65975604,Anileda,,Ipanema,-22.982200622558594,-43.19999313354492,Private room,250,1,9,2022-09-12,0.13,3,365,6,
15677451,Lazer e conforto,72982015,Thalia Angelica,,Jacarepaguá,-22.96298,-43.39969,Entire home/apt,229,2,39,2022-09-11,0.56,2,78,11,
16214279,"Rio de Janeiro, Copacabana beach 6 people",105934712,Berenice,,Copacabana,-22.98456,-43.18967,Entire home/apt,500,3,14,2022-09-09,0.23,1,249,5,
15678636,Charmoso Studio Ipanema,101270525,Maria,,Ipanema,-22.98334,-43.21433,Entire home/apt,265,2,12,2022-07-10,0.38,2,238,9,
15954965,COZY Copa Studio,64541067,Marcia,,Copacabana,-22.96388,-43.17727,Entire home/apt,200,2,6,2022-03-04,0.14,1,303,3,
15956285,"Copacabana, maravilhoso apartamento perto do mar",103605841,Claudia,,Copacabana,-22.96454,-43.17535,Entire home/apt,495,3,15,2022-09-04,1.12,1,60,12,
16214760,"Ipanema, piscina, amplo, 2 áreas ext,  1 Qdr praia",105938472,Pedro,,Ipanema,-22.98542,-43.20163,Entire home/apt,1000,4,20,2022-04-25,1.09,1,0,8,
16215277,3 quartos experience - Copacabana beach!,15175491,Pricila,,Copacabana,-22.97032,-43.18595,Entire home/apt,650,2,2,2018-02-14,0.03,5,355,0,
15678714,Try the experience and describe it yourself!,98718524,Fernanda,,Copacabana,-22.98291,-43.19013,Entire home/apt,450,2,10,2022-03-01,0.16,1,358,1,
16215998,Apartamento  alto padrão entre Barra e Recreio,105949063,Rose,,Barra da Tijuca,-23.00835,-43.43692,Entire home/apt,500,7,2,2022-09-12,0.04,1,365,1,
15965441,Quarto de casal com vista para a Baía de Guanabara,103691209,José,,Cocotá,-22.8063,-43.17788,Private room,220,1,0,,,3,365,0,
15965575,Suite na Ilha do Governador,103691209,José,,Cocotá,-22.80644,-43.17924,Private room,300,1,0,,,3,365,0,
16219281,Ano novo na praia de Copacabana,105967515,Chiara,,Leme,-22.95922,-43.16546,Entire home/apt,560,5,0,,,1,365,0,
15965687,Quarto de solteiro na Ilha do Governador,103691209,José,,Cocotá,-22.80617,-43.17754,Private room,170,1,0,,,3,365,0,
15696917,Recanto de Paz  em Rio de Janeiro,99631843,Carmen,,Flamengo,-22.93653,-43.17704,Private room,150,1,4,2022-04-24,0.46,1,174,4,
15701948,Leblon Beachfront Villa Apt.1,1319991,Jake,,Vidigal,-22.99141,-43.23353,Entire home/apt,491,4,3,2020-02-29,0.09,11,365,0,
16221202,Quarto Individual com Wifi /Condominio com Piscina,79909447,Alyssa,,Pedra de Guaratiba,-23.00195,-43.64032,Private room,72,1,0,,,1,180,0,
15702553,Charming apartment in Copacabana with ocean view,21218739,Pedro,,Copacabana,-22.96504,-43.1771,Entire home/apt,450,3,85,2022-09-12,1.19,9,200,19,
16224714,Cobertura Duplex  no Recreio dos Bandeirantes!!,7270301,Edelza,,Recreio dos Bandeirantes,-23.0205,-43.47332,Entire home/apt,620,4,9,2022-09-12,0.15,1,24,5,
15702894,100 mts Praia/Metrô. Aconchegante Apto -Copacabana,56337810,Socorro Costa,,Copacabana,-22.96846,-43.18452,Entire home/apt,220,3,52,2022-08-30,0.76,2,331,10,
15984866,"Conjugado Prox. à LAPA, Expo Mag e Sambódromo",305047075,Eloa,,Santo Cristo,-22.90933,-43.20885,Entire home/apt,80,3,20,2022-09-12,1.92,1,166,20,
15985147,Casarão colonial com linda vista...,26596592,Guilherme,,Glória,-22.9239,-43.17399,Private room,72,30,9,2020-01-31,0.13,3,139,0,
15986100,"15 minutos da Cidade do Rock ""Simples na Orla""",4005407,Erika,,Recreio dos Bandeirantes,-23.0256,-43.50214,Entire home/apt,650,2,9,2021-01-04,0.13,29,364,0,
16228988,Barra da Tijuca - Em frente a praia,103153156,Thiago,,Barra da Tijuca,-23.00879,-43.34577,Entire home/apt,201,1,20,2022-09-12,0.29,1,39,3,
15999456,Leme Flat - Great Location - 60m from the BEACH,13415821,Luiz Guilherme,,Leme,-22.96396,-43.1692,Entire home/apt,51549,4,18,2021-01-02,0.25,1,0,0,
16000029,Cozy Loft in Copacabana,83400947,Caio,,Copacabana,-22.980281143183294,-43.19027651511273,Entire home/apt,175,2,34,2022-07-21,0.49,1,348,11,
16003627,Wonderfull Loft  (downtown of Rio),104034473,Marcelo,,Centro,-22.91034,-43.19161,Private room,773,5,0,,,1,83,0,
16009112,APARTAMENTO EM IPANEMA A 100 metros da praia,26179807,Ernesto,,Ipanema,-22.98546,-43.20237,Entire home/apt,990,5,11,2021-11-03,0.16,1,83,1,
16013235,ANÚNCIO INATIVO! Não existe mais este apartamento.,69191368,Patrícia,,Barra da Tijuca,-23.01507,-43.30946,Private room,314,2,1,2019-10-07,0.03,1,364,0,
15713287,Tranquilidade e Conforto em Copa!!!,11342135,Glauma,,Copacabana,-22.96987,-43.19,Entire home/apt,1547,5,0,,,2,171,0,
15713967,"Cozy, beautiful, perfect view, everything close!",74337848,Everton,,Botafogo,-22.95283,-43.18444,Entire home/apt,299,2,8,2022-01-02,0.13,1,6,2,
15715466,The best apartment in front of the Ipanema Beach.,15044979,Angela,,Ipanema,-22.98749,-43.19814,Entire home/apt,1107,3,104,2022-09-06,1.47,1,40,25,
15717892,Top floor. Entire apartment,101531266,Rudy,,Ipanema,-22.98241,-43.19821,Entire home/apt,445,5,22,2022-09-12,0.33,1,126,7,
15719060,2 quartos com estacionamento,78452961,Bruno,,Encantado,-22.89934,-43.30736,Entire home/apt,248,7,0,,,2,365,0,
16231007,Studio | ♥ of Leblon | Beach | Subway | Safe,10486509,Arno & Igor,,Leblon,-22.98231,-43.22314,Entire home/apt,180,4,157,2022-09-14,2.23,3,137,22,
16233000,Cozy and silent loft in Lapa - Rio de Janeiro,106050719,Natalia,,Centro,-22.91364,-43.18401,Entire home/apt,139,3,87,2022-09-19,1.25,1,120,22,
15720459,Near of the beach Fantastic 3 bedrooms IPANEMA,91654021,Daniel,,Ipanema,-22.98456,-43.20679,Entire home/apt,899,3,2,2020-11-02,0.03,189,164,0,
15722560,Nice and Quiet Renewed Flat at Copacabana,24735337,Rafael,,Copacabana,-22.97869,-43.19474,Entire home/apt,434,5,4,2020-02-28,0.06,1,87,0,
15734109,Copacabana - Posto 6,96709052,Fábio,,Copacabana,-22.98264,-43.19329,Entire home/apt,250,1,18,2020-02-24,0.25,1,363,0,
15734269,Casa de Vila - Flamengo (quadra da praia),15110851,Michelle,,Catete,-22.92464,-43.17682,Private room,450,1,1,2019-01-04,0.02,1,50,0,
15734331,IPANEMA PENTHOUSE WITH VIEWS THE BEACH AND LAGOON,532498,Luis,,Ipanema,-22.98382,-43.20271,Entire home/apt,570,2,69,2022-09-17,0.97,43,314,4,
